Feature,1003401,1003404,1004461,1004462,1005406,1005407,1005408,1005409,1005410,1005411,1005412,1005413,1005867,1005868,1005869,1005870,1005871,1005872,1005873,1005874,1005875,1005876,1005877,1005878,1005879,1005880,1005881,1005882,1005943,1005944,1006493,1006494,1006495,1006496,1009364,1009374,1009416,1009417,1009418,1009419,1009420,1009421,1009422,1009423
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,●,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-
发动机型号,HFC4GA3-3D,HFC4GA3-3D,HFC4GA3-3D,HFC4GA3-3D,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4GA3-4D,HFC4GA3-4D,HFC4GA3-4D,HFC4GA3-4D,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4DB2-1D1,HFC4GA3-4D,HFC4GA3-4D,HFC4GA3-4D,HFC4GA3-4D,LJ481Q6,LJ481Q6,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.0L 147马力 L4,2.0L 147马力 L4,2.0L 147马力 L4,2.0L 147马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 139马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),8.58万,9.18万,9.38万,8.78万,11.48万,11.68万,11.18万,11.38万,10.48万,10.68万,9.98万,10.18万,10.58万,10.78万,10.08万,10.28万,9.88万,10.08万,9.38万,9.58万,12.58万,12.78万,12.28万,12.48万,12.08万,12.28万,11.58万,11.78万,9.18万,9.38万,9.98万,10.18万,9.48万,9.68万,8.68万,8.88万,11.88万,12.08万,11.28万,11.48万,10.58万,10.78万,9.98万,10.18万
厂商,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,-,-,-,-,-,-,-,-,-,-
前轮胎规格,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17,265/60 R17,265/60 R17,265/60 R17,265/60 R17,245/65 R17,245/65 R17,245/65 R17,245/65 R17
前悬架类型,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架,双横臂+螺旋弹簧独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2015.05,2015.05,2016.06,2016.06,2017.07,2017.07,2017.07,2017.07,2017.07,2017.07,2017.07,2017.07,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.01,2018.06,2018.06,2018.06,2018.06,2020.04,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05
上坡辅助,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,●,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,●,●,-,●,●,●,●,●,●,-,-,●,●,-,-,●,●,-,-,●,●,●,●,●,●,-,-,-,-,●,●,-,-,-,-,●,●,-,-,●,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
