Feature,24800,24801,24802,24803,24804,24805,24818,24819,25614,25615,25616,25617,25618,25619,25620,25621,25622,25623,26054,26055,26056,26057,26058,26059,26060,27194,28246,28247,29216,29217,29713,29714,29715,29716,29717,29718,29719,29720,29817,29818,29819,29820,30595,34693
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),-,-,-,-,-,-,-,-,3355,3355,3355,3355,3355,3355,3355,3355,-,-,3218,3218,3218,3218,3218,3306,3306,3218,2406,2406,-,-,3355,-,-,-,-,-,-,-,-,-,-,-,-,3340
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),5328,5328,5328,5328,5328,5328,5328,5328,5328,5328,5328,5328,5328,5967,5967,5328,5328,5967,5300,5300,5999,5300,5300,5999,5999,5999,5999,5999,5967,5967,5967,5967,5328,5328,5328,5328,5328,5328,5300,5300,5999,5999,5967,5967
挡位个数,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,6,4,4,6,4,4,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,ALPINE阿尔派,ALPINE阿尔派,ALPINE阿尔派,-,-,-,-,-,-,-,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,-,-,-,-,harman/kardon哈曼卡顿,harman/kardon哈曼卡顿
扬声器个数,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,6-7喇叭,6-7喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,4-5喇叭,4-5喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,≥12喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,织物,织物,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
并线辅助,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,17.3,17.3,15,15,15,15,15,15,15,15,-,-,14.73,14.73,17,14.73,14.73,17,17,17,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
工信部纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),2017,2017,2017,2017,2017,2017,2017,2017,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2016,2016,2016,2040,2040,2018,2018,2100,2018,2018,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2100,2100,2050,2016,2098,2098
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX,USB,USB,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX,USB+AUX+HDMI
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,待查,-,待查,-,待查,-,待查,待查,-,待查,-,待查,-,-,待查,-,-,全时四驱,-,-,-,-,-,-,-,-,-,-,-,-,-,待查,-,待查,-,待查,-,全时四驱,-,-,-,-,-
后风挡遮阳帘,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,-,-,-,-,-,-,-,-,-,-,1725,1725,1725,1725,1725,1698,1698,1725,1698,1698,-,-,-,-,-,-,-,-,-,-,1725,1725,1698,1698,-,-
后轮胎规格,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,275/45 R20,275/45 R20,265/50 R20 ,275/45 R20,275/45 R20,265/50 R20 ,265/50 R20 ,265/50 R20 ,245/75 R16,245/75 R16,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,275/45 R20,275/45 R20,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后排液晶屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,-,-,-,-,-,-,-,-,-,-,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,比例放倒,-,-,-,-,-,-,-,-,-,-,-,-,整体放倒,整体放倒,整体放倒,整体放倒,-,整体放倒
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,-,●,●
后排侧遮阳帘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●
后悬架类型,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥式非独立悬架,整体桥非独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),-,-,-,-,-,-,-,-,-,-,(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),软硬+高低调节,软硬+高低调节,-,-,-,-,-,-,-,-,-,-,(选装软硬+高低调节),(选装软硬+高低调节),软硬+高低调节,(选装软硬+高低调节),-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,6挡手自一体,6挡手自一体,4挡自动,4挡自动,6挡手自一体,4挡自动,4挡自动,6挡手自一体,4挡自动,4挡自动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,4挡自动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,-,GM Vortec V8,GM Vortec V8,-,-,-,-,-,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,GM Vortec V8,-,-,-,-,GM Vortec V8,GM Vortec V8
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 305马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,6.0L 328马力 V8,6.0L 328马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,6.0L 328马力 V8,5.3L 310马力 V8,5.3L 310马力 V8,6.0L 305马力 V8,5.3L 310马力 V8,5.3L 310马力 V8,6.0L 305马力 V8,6.0L 305马力 V8,6.0L 322马力 V8,6.0L 305马力 V8,6.0L 305马力 V8,6.0L 328马力 V8,6.0L 328马力 V8,6.0L 328马力 V8,6.0L 328马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 314马力 V8,5.3L 310马力 V8,5.3L 310马力 V8,6.0L 322马力 V8,6.0L 322马力 V8,6.0L 328马力 V8,6.0L 328马力 V8
压缩比,-,-,-,-,-,-,-,-,9.6,9.6,9.6,9.6,9.6,-,-,9.6,9.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.6,9.6,9.6,9.6,9.6,9.6,-,-,-,-,-,-
厂商指导价(元),118.00万,148.00万,118.00万,148.00万,128.00万,158.00万,88.00万,108.00万,168.00万,158.00万,166.00万,155.00万,125.00万,148.00万,145.00万,141.00万,128.00万,113.00万,148.00万,148.00万,148.00万,158.80万,141.60万,158.00万,142.80万,158.80万,68.80万,69.80万,168.00万,166.00万,138.00万,136.00万,168.00万,158.00万,166.00万,156.00万,135.00万,125.00万,168.00万,155.00万,158.80万,148.00万,188.00万,218.00万
厂商,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC,GMC
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,-,-,-,-,-,-,-,-,-,-,1725,1725,1725,1725,1725,1756,1756,1725,1756,1756,-,-,-,-,-,-,-,-,-,-,1725,1725,1756,1756,-,-
前轮胎规格,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,275/45 R20,275/45 R20,265/50 R20,275/45 R20,275/45 R20,265/50 R20,265/50 R20,265/50 R20,245/75 R16,245/75 R16,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,275/45 R20,275/45 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,麦弗逊支柱带螺旋弹簧和稳定杆,独立双叉臂式,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
