Feature,42104,42105,48651,48652,48653,48655,48656,48657,48658,48659,48660,48661,49615,49616,52746,56938,57449,57450,57451,57452,58700,59423,59502,59503
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,○,○,○,●,○,○,○,●,-,-,-,●,-,-,○,●,-,●,○,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,●,-,●,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,多点电喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,●,●,-,●,●,●,-,-,-,●,-,-,●,●,-,●,-,●
主/副驾驶座电动调节,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,-,-,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,-,-,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2019.09,2019.09,2020.11,2020.11,2020.11,2020.11,2020.11,2020.11,2020.11,2020.11,2020.11,2020.11,2020.05,2020.05,2021.08,2022.06,2022.06,2022.06,2022.06,2022.06,2022.11,2023.03,2022.10,2022.10
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.38,6.6,6.31,5.91,5.91,6.31,6.31,6.31,5.98,5.98,-,-,6.38,6.6,6.31,5.97,5.76,5.73,5.78,5.78,5.91,5.52,5.78,5.78
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),5.8,5.9,5.7,5.8,5.8,5.7,5.7,5.7,5.3,5.3,5.5,5.5,5.8,5.9,5.7,-,-,-,-,-,-,-,-,-
LED日间行车灯,○,○,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,,,,,,-,-,,,,,,,,,,
