Feature,52235,52293,52294,53036,53252,53253,53254,53255,53256,53257,53685,53686,53687,53688,53689,53690
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.08,8.08,8.08,8.02,7.97,7.97,8.08,8.08,8.08,8.08,7.85,7.94,7.94,7.94,7.94,8.02
USB/Type-C接口数量,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,-,-,-,●,-,-,●,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,●,●,●,-,-,●,●,●,●,●,-,-,-,-,-,-
