Feature,42643,43481,45619,45620,46953,52453,55313,55886,56151,56152,56153,56451,56542,56566,56567
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2020.07,2020.07,2020.07,2020.07,2020.08,2021.08,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-,-,101,176,206,101,101,-,-,-,-
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,1.4,-,-,1.4,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km),550,81,605,605,81,506,121,202,242,121,121,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,●,●,-,-,●,●,●,●
EPA纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-,610,715,715,610
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,●,-,-,●,-,-,-,●,●,-,-,○,●,-,●
