Feature,57834,57835,57836,57837,57838,57839,57840,57843,57844,57845,57846,57847,57848,57849,57850,57851
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,
上市时间,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,3.6,3.6,3.6,3.6,3.6,3.6,-,-,-,-,-,-
WLTC纯电续航里程(km)_y,-,-,-,-,43,43,43,43,43,43,-,-,-,-,-,-
WLTC纯电续航里程(km)_x,-,-,-,-,43,43,43,43,43,43,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),-,-,-,-,1.4,1.4,1.4,1.4,1.4,1.4,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,420,420,510,510,64,64,64,64,64,64,420,420,420,420,510,510
NEDC纯电续航里程(km)_x,420,420,510,510,64,64,64,64,64,64,420,420,420,420,510,510
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,○,-,○,●,-,○,●,-,-,-,-,-,○
DOW开门预警,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,○
CLTC纯电续航里程(km)_y,430,430,520,520,-,-,-,-,-,-,430,430,430,430,520,520
CLTC纯电续航里程(km)_x,430,430,520,520,-,-,-,-,-,-,430,430,430,430,520,520
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,,,-,,,-,,,-,,-,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
