Feature,1019418,1020009,1020501,1020502,1020503,1020504,1020549,1020550,1020551,1020552,1020553,1020554,1020555,1020556,1020557,1020558,1020559,1020560,1020561,1020568,1020569,1020570,1020571,1020834,1020835
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,-,●,-,-,-,●,●,●,●,●,●,-,●,●,●,●,●,-,●
上市时间,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03,2025.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.9,9.5,7.9,9.5,9.5,7.9,-,-,-,-,-,-,-,-,-,-,-,-,-,9.5,9.5,7.9,7.9,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-
