Feature,58013,58014,58242,58243,58244,58246,60142,63499,63588,64492,66772,68518,68519,68562,68563,68564,68565,68566
WLTC综合油耗(L/100km),8.7,8.7,8.95,8.95,5.91,5.91,5.91,8.95,8.95,8.95,8.95,8.85,8.85,6.15,8.95,5.91,5.91,5.91
USB/Type-C接口数量,,,,,,,,,,-,,,,,,,,
OTA升级,-,-,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●
NEDC综合油耗(L/100km),8.3,8.3,8.54,8.54,5.42,5.42,5.42,8.54,8.54,-,8.54,-,-,-,8.54,5.42,5.42,5.42
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,-,-,●,●,●,●,●,●,-,●,●,-,-,●,●,●,●,●
AR实景导航,-,-,●,●,●,●,●,●,-,●,-,-,-,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,,,,,-,-,,,,,
220V/230V电源,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
