Feature,66925,66926,66927,66928,66929,66930,67380,67381,67382,67383,67384,69345,69392,69393,69394,71663,71664,71665,71666
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
光感天幕,-,-,-,-,-,-,○,○,○,○,●,○,-,○,○,-,-,○,○
倒车车侧预警系统,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
信号灯识别,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,●
侧窗多层隔音玻璃,,,,,,,,,,,,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,-,-,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
仪表盘屏幕材质,-,-,-,-,-,-,,,,,,,,,,,,,
主座椅调节方式,,,,,,,,,,,,,,,,,,,
主动降噪,-,-,-,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,
中控屏幕类型,-,-,-,-,-,-,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,
中控屏幕分辨率,-,-,-,-,-,-,,,,,,,,,,,,,
上市时间,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.03,2024.03,2024.03,2024.03,2024.03,2024.08,2024.08,2024.08,2024.08,2025.02,2025.02,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,-,-,-,-,-,,,,,,,,
三电系统质保,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.08,1.08,1.08,1.14,1.14,0.84,-,-,-,-,-,-,-,-,-,-,-,-,-
WLTC纯电续航里程(km)_y,100,100,100,100,100,160,-,-,-,-,-,-,-,-,-,-,-,-,-
WLTC纯电续航里程(km)_x,100,100,100,100,100,160,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C最大充电功率,,,,,,,,,,,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,121,121,121,121,121,200,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,121,121,121,121,121,200,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,●,-,-,-,●,●,-,-,●,●,-,-,●,●
HUD抬头尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,,
ETC装置,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●
DOW开门预警,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,-,-,-,-,-,550,550,700,700,650,650,510,650,600,510,650,650,600
CLTC纯电续航里程(km)_x,-,-,-,-,-,-,550,550,700,700,650,650,510,650,600,510,650,650,600
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,●,-,-,-,●,●,●,-,●,●,-,●,●,●
