Feature,60645,60671,64240,64241,64242,64243,64244,64245,64247,64248,64251,68230,69588,69589,69946,69947,69948,69950,70022,70023
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
中央差速器结构,,,,,,,,,,,,,,,,,,,,
上市时间,2023.02,2023.02,2023.08,2023.08,2023.11,2023.08,2023.08,2023.08,2023.08,2023.11,2023.11,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),12.18,12.18,11.21,11.01,13.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),9.6,9.6,-,-,-,9.6,9.6,9.6,9.6,12.8,12.8,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,○,●,●,●,●,●,●,●,●,●,○,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,○,○,●,-,○,○,●,●,●,○,○,○,○,○,●,○,●,●
ETC装置,-,-,○,○,-,-,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,,,,,,,,,,,,,
220V/230V电源,●,○,○,○,●,-,○,○,●,●,●,○,○,○,○,○,●,○,○,○
