Feature,1015255,1015256,1015257,1015893,1015894,1015895,1015896,1015897,1015898,1015899,1015900,1015901,1015902,1015903,1015904,1015905,1015906,1015907,1015908,1015909,1015910,1015911,1015912,1015913,1016882,1016883,1017593,1017594,1017595,1017596,1017597,1017608,1017609,1017610,1017611,1017612,1017613,1017614,1017615,1017616,1018333,1018334,1018335,1018336,1018337,1018338,1018339,1018340,1018341,1018342,1018343,1018344,1019106,1019107,1019108,1019109,1019715,1019716
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,●,●,●,●,-,●,●,●,●,●
燃油标号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,92号,92号,92号,92号,92号,0号,0号,0号,0号,92号,92号,92号,92号,92号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号
满载最小离地间隙(mm),240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,250,250
温度分区控制,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,-,●,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
油箱容积(L),76,-,-,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-,-,-,-,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,170,170,170,170,170,160,160,160,160,170,170,170,170,170,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
最大马力(Ps),163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,245,245,245,245,245,163,163,163,163,245,245,245,245,245,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163
最大载重质量(kg),430,395,490,495,430,495,495,445,430,495,495,445,430,495,495,445,430,495,495,445,395,490,395,490,495,445,495,495,490,490,490,495,495,445,430,445,445,395,395,395,495,495,445,430,495,495,445,430,490,395,490,395,495,495,445,430,400,395
最大满载质量(kg),-,2900,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2900,2900,2900,2900,-,-,2900,2900,2900,2900,2900,-,-,-,-,2900,2900,2900,2900,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1600-4000,1600-4000,1600-4000,1600-4000,1600-4000,1500-2400,1500-2400,1500-2400,1500-2400,1600-4000,1600-4000,1600-4000,1600-4000,1600-4000,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400,1500-2400
最大扭矩(N·m)_y,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,380,380,380,380,380,450,450,450,450,380,380,380,380,380,415,415,415,415,415,415,415,415,450,450,450,450,415,415,415,415,450,450
最大扭矩(N·m)_x,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,380,380,380,380,380,450,450,450,450,380,380,380,380,380,415,415,415,415,415,415,415,415,450,450,450,450,415,415,415,415,450,450
最大功率转速(rpm),3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,5600,5600,5600,5600,5600,3600,3600,3600,3600,5600,5600,5600,5600,5600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
最大功率(kW)_y,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,180,180,180,180,180,120,120,120,120,180,180,180,180,180,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
最大功率(kW)_x,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,180,180,180,180,180,120,120,120,120,180,180,180,180,180,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
最大净功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整备质量(kg),2300,2335,2240,2195,2300,2170,2195,2285,2300,2190,2200,2285,2300,2170,2195,2285,2300,2190,2200,2285,2335,2240,2335,2240,2170,2285,2150,2150,2150,2150,2150,2190,2200,2285,2300,2250,2250,2250,2250,2250,2170,2195,2285,2300,2190,2200,2285,2300,2240,2335,2240,2335,2190,2200,2285,2300,2360,2435
接近角(°),27,-,-,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,-,-,-,-,27,27,27,27,-,-,-,27,27,27,27,27,27,-,-,-,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,-,-
排量(mL),1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1997,1997,1997,1997,1997,1968,1968,1968,1968,1997,1997,1997,1997,1997,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968
换挡形式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挡位个数,8,8,8,6,6,6,6,6,6,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,,,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
手机互联/映射,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,,,,-,-,-,-,-,,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,,,,-,-,-,-,-,,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
座椅材质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
并线辅助,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,-,-,-,○,○,○,○,○,○,○,○,●,●,●,●,●,●,●,-,●,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,○,○,○,○,-,-,-,-,-,-
宽度(mm),2090,2090,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2090,2090,2090,2090,2090,2090,2090,2000,2090,2090,2090,2000,2000,2090,2090,2090,2090,2090,2000,2000,2000,2000,2000,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2000,2000,2000,2000,2090,2090,2090,2090,2090,2095
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,-,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地图品牌,,,-,-,-,,,,,,,,,,,,,,,,-,,,,-,-,-,-,-,,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四驱形式,,,-,-,,-,-,,,-,-,,,-,-,,,-,-,,,-,,-,-,,-,-,-,-,-,-,-,,,,,,,,-,-,,,-,-,,,-,,-,,-,-,,,,
哨兵模式/千里眼,●,●,-,○,○,○,○,○,○,○,○,○,○,●,●,●,●,●,●,●,-,●,●,●,○,○,-,-,-,●,●,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,○,○,○,○,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1740,1740
后轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,●,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,●,●,●,●,-,-,-,-,-,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,○,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,4F20TC17,4F20TC17,4F20TC17,4F20TF17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TF17,4F20TC17,4K31TD,4K31TD,4K31TD,4K31TD,4K31TD,4F20TF17,4F20TF17,4F20TC17,4F20TC17,4K31TD,4K31TD,4K31TD,4K31TD,4K31TD,4F20TF17,4F20TF17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17,4F20TC17
发动机启停技术,●,●,●,-,-,-,-,-,-,●,●,●,●,-,-,-,-,●,●,●,●,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,-,●,●
发动机,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4
压缩比,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,10,10,10,10,10,16.2,16.2,16.2,16.2,10,10,10,10,10,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2
厂商指导价(元),17.08万,18.78万,15.38万,12.48万,13.88万,13.08万,13.18万,14.48万,14.58万,14.58万,14.68万,15.98万,16.08万,14.08万,14.18万,15.48万,15.58万,15.58万,15.68万,16.98万,16.78万,16.38万,17.78万,17.38万,12.38万,13.78万,13.48万,14.58万,14.98万,15.98万,16.98万,13.88万,13.98万,15.28万,15.38万,14.98万,15.98万,16.38万,17.38万,18.38万,10.98万,11.08万,12.98万,13.08万,12.98万,13.08万,14.38万,14.48万,13.98万,15.48万,15.08万,16.48万,12.98万,13.08万,14.38万,14.48万,15.98万,17.98万
厂商,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车
卫星导航系统,●,●,-,-,-,○,○,○,○,○,○,○,○,●,●,●,●,●,●,●,-,●,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,○,○,○,○,-,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1740,1740
前轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前方碰撞预警,○,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○,-,○,○,●,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前方感知摄像头,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前排座椅功能,,,,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,,,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,
前悬架类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
