Feature,51966,63012,65656,66733,66743,66744,66745,66746,66747,66748,66749,66750,66751,67266,71504,71685,71686,71687,71688,71689,72103
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
内后视镜功能,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
倒车车侧预警系统,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
供油方式,-,-,-,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,-,-,-,-,多点电喷,多点电喷,多点电喷,多点电喷,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
仪表盘屏幕材质,-,-,-,,,,,,-,-,-,-,-,,-,,,,,,-
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,-,-,-,-
主动刹车/主动安全系统,-,-,-,●,-,-,-,-,-,-,-,-,●,-,-,●,●,●,●,●,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,,-
中控屏幕类型,-,-,-,-,-,-,-,-,,,,,,-,,,,,,,-
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,,-
上市时间,2021.06,2021.04,2023.11,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.03,2025.02,2025.02,2025.02,2025.02,2025.02,2025.02,2025.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,-,-,-,,,,,,,,,,,-,,,,,,,-
三电系统质保,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wi-Fi热点,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
WLTC综合油耗(L/100km),-,-,-,1.58,2.17,2.17,1.58,1.58,-,-,-,-,-,1.58,1.74,1.74,1.11,-,-,-,-
WLTC纯电续航里程(km)_y,-,-,-,101,46,46,101,101,-,-,-,-,-,101,43,43,90,-,-,-,-
WLTC纯电续航里程(km)_x,-,-,-,101,46,46,101,101,-,-,-,-,-,101,43,43,90,-,-,-,-
USB/Type-C最大充电功率,-,-,-,,,,,,,,,,,,,,,,,,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,-
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-
NEDC纯电续航里程(km)_y,-,-,-,120,55,55,120,120,-,-,-,-,-,120,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,-,-,-,120,55,55,120,120,-,-,-,-,-,120,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,-
DOW开门预警,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-
CLTC纯电续航里程(km)_y,420,510,510,-,-,-,-,-,420,420,510,510,510,-,55,55,120,420,510,510,510
CLTC纯电续航里程(km)_x,420,510,510,-,-,-,-,-,420,420,510,510,510,-,55,55,120,420,510,510,510
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,,,,-
