Feature,66931,66932,66933,66934,66935,66936,66937,66938,66939,67259,69209,69210,69252,69253,69254,69512,69513,69514
侧窗多层隔音玻璃,,,,,,-,,,,-,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,-,-,-,-,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,●,●,●,-,-,●,●,-,-,●,-,●,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
中控彩色屏幕,,,,,,,,,,,,,,,,,,
中控屏幕类型,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,
上市时间,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.03,2024.07,2024.07,2024.07,2024.07,2024.07,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,,-,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,1.88,0.85,1.15,1.15,0.85,-,-,-
WLTC纯电续航里程(km)_y,55,85,85,116,116,-,-,-,-,-,60,128,91,91,128,-,-,-
WLTC纯电续航里程(km)_x,55,85,85,116,116,-,-,-,-,-,60,128,91,91,128,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,71,110,110,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,71,110,110,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-
HUD抬头尺寸,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-
ETC装置,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●
DOW开门预警,-,-,-,●,●,-,-,●,●,-,-,●,-,●,●,-,●,●
CLTC综合续航(km),-,-,-,-,-,-,-,-,-,-,1415,1500,1450,1450,1500,-,-,-
CLTC纯电续航里程(km)_y,-,-,-,-,-,520,520,520,605,520,75,160,112,112,160,520,520,605
CLTC纯电续航里程(km)_x,-,-,-,-,-,520,520,520,605,520,75,160,112,112,160,520,520,605
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,
