Feature,69014,69015,69168,69169,69170,69171,69260,69261,69262,69263,70505,71630,71631,71632,71633,71634,71635,71636
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,
中控屏幕类型,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,
中控屏幕分辨率,,,,,,,,,,,,,,,,,,
上市时间,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.10,2025.02,2025.02,2025.02,2025.02,2025.02,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,0.71,0.85,0.85,0.71,-,1.29,0.85,-,-,-,0.82,0.69,-,0.82,0.69,-,-
WLTC纯电续航里程(km)_y,-,210,165,165,210,-,95,165,-,-,-,165,210,-,165,210,-,-
WLTC纯电续航里程(km)_x,-,210,165,165,210,-,95,165,-,-,-,165,210,-,165,210,-,-
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头尺寸,,,,,,,,,,,,,,,,,,
DOW开门预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
CLTC综合续航(km),-,1200,1130,1130,1200,-,1045,1130,-,-,-,1210,1280,-,1210,1280,-,-
CLTC纯电续航里程(km)_y,520,285,215,215,285,520,125,215,520,628,628,215,285,520,215,285,520,628
CLTC纯电续航里程(km)_x,520,285,215,215,285,520,125,215,520,628,628,215,285,520,215,285,520,628
AR-HUD增强现实抬头显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,
