Feature,61460,62731,62733,62927,62996,63019,63020,63241,64032,64033,64034,64078,64079,67628,67632,68723,68728,68729,68732,68733,68734
上市时间,2023.08,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.08,2023.08,2023.08,2023.08,2023.08,2024.06,2024.06,2024.06,2024.06,2024.06,2024.06,2024.06,2024.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),4.56,6.16,6.16,6.1,6.16,6.16,6.16,6.16,4.56,4.56,4.59,4.56,4.56,6.1,4.59,6.16,6.16,6.16,4.56,4.56,4.56
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,●,●,●,●,●,●,●,●,-,●,●,●,-,-,●,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,-,-,-,-,,,,,,,,-,-,,-,-,
